Row Id,LBNL ID,MURR ID,Alternate ID,Site,Latitude,Longitude,Context,Excavator,Source Person,Affiliation,Material,Ware,Fabric,Exterior Decoration,Form,Specific Form,Piece,Group,Era,Temper,Notes,Analytical Notes,Powder Present in Archives,Data Source,Run,Entry,Al,Ca,V,Dy,Mn,Na,K,Sr,As,U,Eu,Ba,Sm,La,Ti,Lu,Nd,Co,Sc,Fe,Ce,Yb,Cs,Ta,Sb,Cr,Th,Ni,Rb,Tb,Hf,Zn,Column #59,Column #60,Column #61,Column #62,Column #63,Column #64,Column #65,Column #66,Column #67,Column #68,Column #69,Column #70,Column #71,Column #72,Column #73,Column #74,Column #75,Column #76
488,ENK-272,ENK0272,8,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,Red Lustrous,,,,,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",426,Y,112300,27790,178,5.98,366,2210,26240,427,11.9,3.64,1.399,542.8,6.365,39.972,5140,0.411,36.26,21.368,21.566,59210,83.98,3.522,10.7,1.215,1.15,122.917,15.175,43.526,154.1,0.92,5.122,130.0,,,,,,,,,,,,,,,,,,
489,ENK-273,ENK0273,9,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,MycIIIA or IIIB,,,,,,,,,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,426,Z,48500,156300,80,4.5,653,12440,22000,632,9.8,1.76,0.906,169.0,3.449,19.55,2620,0.261,16.2,17.06,14.07,31700,35.0,2.01,1.9,0.557,0.6,336.7,4.8,132.0,36.0,0.598,2.96,108.0,,,,,,,,,,,,,,,,,,
490,ENK-274,ENK0274,10,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,MycIIIA or IIIB,,,,,,,,,Enkomi Mycenaean Wares MYC IIIC-1,,Y,Direct transcription,428,X,51200,116400,96,5.11,1669,13840,18500,1292,7,2.2,0.893,242.0,3.616,18.85,3410,0.319,20.6,33.18,15.81,35900,38.1,1.99,2.5,0.652,0.7,307.8,5.49,190.0,60.0,0.487,3.28,160.0,,,,,,,,,,,,,,,,,,
491,ENK-275,ENK0275,11,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,MycIIIA or IIIB,,,,,,,,,Enkomi Mycenaean Wares MYC IIIC-2,,Y,Direct transcription,428,Y,58700,114100,183,4.27,905,11620,19300,537,10.8,1.82,0.87,346.0,3.298,16.88,3270,0.249,14.0,24.87,18.19,43100,36.2,1.92,2.9,0.579,0.6,357.5,5.38,208.0,52.0,0.486,2.54,103.0,,,,,,,,,,,,,,,,,,
492,ENK-276,ENK0276,12,Enkomi,35.158,33.891,"Settlement Site, 1970 Season","Schaeffer, C.","Schaeffer, C.",Prehistoric and Gallo-Roman Museum of Strasbourg,Pottery,Mycenaean,,Chariot decoration,,Krater,,,Mycenaean IIIA,,Enkomi Mycenaean Wares MYC IIIA [Chariot Kraters],,Y,Direct transcription,428,Z,75600,66600,191,4.98,703,6340,26900,278,20.5,4.08,0.923,398.0,4.527,27.07,3950,0.318,26.0,21.04,20.87,50600,54.8,2.48,8.6,0.825,0.6,332.3,10.16,199.0,154.0,0.589,3.1,93.0,,,,,,,,,,,,,,,,,,
493,ENK-277,ENK0277,Clay A1,Enkomi,35.158,33.891,Pits at Enkomi village,"Schaeffer, C.","Dothan, T.",Hebrew University of Jerusalem,Clay,,,,,,,,,,"One of two types of light clay used by modern Famagusta potter, both from Enkomi village area. Fired here at 800C for 30 min.",,Y,Direct transcription,434,U,72570,123840,194,5.2,1136,11220,14800,459,9.6,1.75,1.104,241.8,4.139,20.249,4650,0.314,14.7,34.339,25.598,59130,40.1,2.631,4.7,0.636,0.7,239.823,6.21,251.693,80.52,0.544,2.58,129.0,,,,,,,,,,,,,,,,,,
494,ENK-278,ENK0278,Clay A2,Enkomi,35.158,33.891,Pits at Enkomi village,"Schaeffer, C.","Dothan, T.",Hebrew University of Jerusalem,Clay,,,,,,,,,,"One of two types of light clay used by modern Famagusta potter, both from Enkomi village area. Fired here at 800C for 30 min.",,Y,Direct transcription,434,V,68680,129240,201,5.46,1184,11860,18500,624,9.8,1.79,1.139,206.3,4.129,21.579,4620,0.339,19.1,34.771,25.505,58760,41.5,2.675,5.0,0.652,0.78,236.995,6.438,249.801,90.85,0.736,2.776,122.0,,,,,,,,,,,,,,,,,,
495,ENK-279,ENK0279,Clay B1,Enkomi,35.158,33.891,Pits at Enkomi village,"Schaeffer, C.","Dothan, T.",Hebrew University of Jerusalem,Clay,,,,,,,,,,"One of two types of light clay used by modern Famagusta potter, both from Enkomi village area. Fired here at 800C for 30 min.",,Y,Direct transcription,434,W,62910,135630,199,5.15,1182,22420,10900,828,11.9,1.54,1.006,284.3,3.471,17.167,4000,0.311,9.3,30.022,22.185,51300,33.07,2.443,3.7,0.526,0.6,324.814,4.927,190.737,49.36,0.623,2.141,107.0,,,,,,,,,,,,,,,,,,
496,ENK-280,ENK0280,Clay B2,Enkomi,35.158,33.891,Pits at Enkomi village,"Schaeffer, C.","Dothan, T.",Hebrew University of Jerusalem,Clay,,,,,,,,,,"One of two types of light clay used by modern Famagusta potter, both from Enkomi village area. Fired here at 800C for 30 min.",,Y,Direct transcription,434,X,63800,148670,224,4.83,1200,18730,16700,549,8.7,1.54,1.06,262.7,3.611,17.315,3730,0.304,9.5,31.842,23.426,54300,34.12,2.285,4.1,0.439,0.56,265.754,5.456,213.347,63.62,0.536,2.251,108.0,,,,,,,,,,,,,,,,,,
497,ENK-281,ENK0281,ENK34 T.403 45 OI8840,Enkomi,35.158,33.891,Tomb 403,Louvre Museum,"Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,,,,,,,,Y,Direct transcription,705,Z,62200,74600,140,3.27,1282,15360,21300,497,7.6,1.41,0.821,197.0,2.813,12.65,3850,0.255,14.0,27.88,21.53,50500,29.6,1.91,3.3,0.483,0.9,341.0,4.44,190.0,41.0,0.557,2.49,214.0,,,,,,,,,,,,,,,,,,
498,ENK-282,ENK0282,ENK49 T.15 23 AM2422,Enkomi,35.158,33.891,Tomb 15,Louvre Museum,"Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,Bichrome,,,,Krater,,,,,,,Y,Direct transcription,706,E,66800,61800,204,3.51,785,14810,26100,400,12.5,2.41,0.945,225.0,3.188,14.51,4440,0.31,17.2,26.09,25.08,58200,31.5,2.03,3.1,0.519,0.88,453.5,5.06,188.0,88.0,0.473,2.66,203.0,,,,,,,,,,,,,,,,,,
499,ENK-283,ENK0283,AM 2422,Enkomi,35.158,33.891,Tomb 5,Louvre Museum,"Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,Tankard,,,,,,,Y,Direct transcription,706,F,57600,38900,84,3.2,388,9480,23600,1399,10.7,2.32,0.998,927.0,3.5,20.14,5050,0.312,16.6,15.02,20.36,47000,40.4,1.76,3.0,0.937,1.22,382.5,8.38,205.0,97.0,0.631,3.5,143.0,,,,,,,,,,,,,,,,,,
500,ENK-284,ENK0284,AM 2346,Enkomi,35.158,33.891,Tomb 15,Louvre Museum,"Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,Krater,,,,,,,,Direct transcription,706,G,55800,107800,145,3.77,1117,12420,16200,403,7.9,1.35,1.021,205.0,3.032,14.41,3690,0.31,14.5,26.99,21.84,49600,29.9,2.07,2.7,0.429,0.55,418.5,4.31,194.0,70.0,0.664,2.96,139.0,,,,,,,,,,,,,,,,,,
501,ENK-285,ENK0285,AM 2344,Enkomi,35.158,33.891,Tomb 11,Louvre Museum,"Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,Krater,,,,,,,Y,Direct transcription,706,H,56100,120900,182,3.15,1025,9740,12700,352,14.1,1.54,0.869,213.0,3.036,15.78,3720,0.277,13.0,27.96,20.53,48800,30.99,1.976,2.9,0.456,1.51,221.2,4.41,179.0,68.0,0.57,2.3,135.0,,,,,,,,,,,,,,,,,,
502,ENK-286,ENK0286,AM 2343,Enkomi,35.158,33.891,Tomb 11,Louvre Museum,"Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,White Painted III,,,,Jug,,,,,,,Y,Direct transcription,706,J,60800,88200,175,3.51,842,13200,18500,1700,6.1,2.24,0.927,697.0,3.529,18.92,3760,0.31,10.4,31.69,21.32,48400,34.0,2.042,2.6,0.519,0.76,270.8,4.85,143.0,46.0,0.601,2.62,361.0,,,,,,,,,,,,,,,,,,
503,ENK-287,ENK0287,AM 2352,Enkomi,35.158,33.891,Tomb 11,Louvre Museum,"Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,Whie Painted III,,,,Jug,,,,,,,Y,Direct transcription,706,K,61300,34600,134,4.03,351,14500,15500,1510,12.3,3.23,1.046,326.0,3.97,22.07,4620,0.375,18.9,11.97,24.94,53600,41.88,2.366,1.5,0.576,1.02,292.9,5.27,123.0,48.0,0.742,2.45,158.0,,,,,,,,,,,,,,,,,,
504,ENK-288,ENK0288,AM 2599,Enkomi,35.158,33.891,Tomb 401,Louvre Museum,"Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,,,,,,,,Y,Direct transcription,706,M,50500,98000,151,2.75,885,11430,16700,590,7.8,1.32,0.756,159.0,2.695,13.07,3310,0.233,12.9,24.35,18.35,44400,26.13,1.705,2.0,0.405,0.72,339.5,3.82,169.0,101.0,0.519,2.23,159.0,,,,,,,,,,,,,,,,,,
505,ENK-289,ENK0289,AM 2341,Enkomi,35.158,33.891,Tomb 11,Louvre Museum,"Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,Jug,,,,,,,,Direct transcription,706,N,61000,72700,117,3.94,706,14740,16700,2261,13.8,2.67,0.975,581.0,3.626,18.39,4160,0.326,17.0,23.56,21.39,50200,30.35,2.082,2.3,0.454,0.56,354.1,4.27,122.0,56.0,0.704,2.26,266.0,,,,,,,,,,,,,,,,,,
506,ENK-290,ENK0290,AM 2596,Enkomi,35.158,33.891,Tomb 410,Louvre Museum,"Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,Jug,,,,,,,Y,Direct transcription,706,O,65600,108400,209,3.53,1058,13000,19900,925,9.9,1.85,0.844,352.0,3.188,17.81,3640,0.284,16.0,28.92,22.88,53500,31.31,1.97,3.1,0.476,0.49,264.6,4.89,189.0,59.0,0.585,2.5,107.0,,,,,,,,,,,,,,,,,,
507,ENK-291,ENK0291,AM 2595,Enkomi,35.158,33.891,Tomb 403,Louvre Museum,"Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,Bichrome,,,,,,,,,,,Y,Direct transcription,706,P,67700,99500,163,3.82,1169,13620,15100,473,6.4,1.55,1.015,252.0,3.553,17.96,4010,0.345,18.2,30.21,24.64,56100,33.94,2.21,3.0,0.511,0.79,348.5,5.46,235.0,81.0,0.743,2.9,118.0,,,,,,,,,,,,,,,,,,
508,ENK-292,ENK0292,NE 265/4977,Enkomi,35.158,33.891,Tomb 5,"Schaeffer, C.","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,,,,,,,,,Direct transcription,706,Q,70000,53200,171,3.83,714,11030,34000,620,14.8,1.9,0.944,452.0,3.555,20.11,5260,0.325,18.0,25.31,23.95,58900,38.8,2.11,4.9,0.84,1.42,337.5,7.13,257.0,97.0,0.646,4.19,131.0,,,,,,,,,,,,,,,,,,
509,ENK-293,ENK0293,,Enkomi,35.158,33.891,Tomb 7,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,Krater,,,,,,,Y,Direct transcription,705,K,70700,37700,281,3.6,555,13630,18100,385,66.6,5.67,0.89,332.0,3.173,16.01,4330,0.294,17.3,23.37,23.43,56800,33.2,1.94,3.8,0.622,0.8,400.5,5.41,172.0,72.0,0.571,2.75,168.0,,,,,,,,,,,,,,,,,,
510,ENK-294,ENK0294,,Enkomi,35.158,33.891,Tomb 7,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,Krater,,,,,,,Y,Direct transcription,705,M,70500,81300,254,3.41,1926,13740,15400,1001,92.6,1.78,0.802,321.0,2.686,12.97,4210,0.288,12.7,32.41,24.27,60000,31.0,1.83,4.3,0.531,0.8,315.1,4.91,218.0,66.0,0.523,2.63,92.0,,,,,,,,,,,,,,,,,,
511,ENK-295,ENK0295,,Enkomi,35.158,33.891,Tomb 7,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,,,,,,,,Y,Direct transcription,705,N,62200,82200,219,3.81,1190,13710,15700,524,67.7,1.7,0.855,195.0,2.81,14.12,4350,0.277,13.6,27.88,24.67,63000,29.4,1.8,2.7,0.58,1.3,343.6,5.02,248.0,93.0,0.559,2.72,105.0,,,,,,,,,,,,,,,,,,
512,ENK-296,ENK0296,,Enkomi,35.158,33.891,Tomb 7,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,Jug,,,,,,,Y,Direct transcription,705,O,73600,89800,219,4.59,869,13530,22400,471,27,2.65,1.072,276.0,3.944,22.19,4980,0.316,20.8,30.75,22.84,61600,44.5,2.16,6.3,0.727,1.6,497.5,7.75,265.0,95.0,0.571,3.57,118.0,,,,,,,,,,,,,,,,,,
513,ENK-297,ENK0297,,Enkomi,35.158,33.891,Tomb 7,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,Jar,,,,,,,Y,Direct transcription,705,P,64900,90300,216,3.53,988,15770,17500,587,30.2,1.93,0.849,334.0,2.95,14.02,4610,0.288,13.0,25.88,22.71,54000,29.6,1.95,3.7,0.5,0.6,277.2,4.6,177.0,63.0,0.474,2.53,103.0,,,,,,,,,,,,,,,,,,
514,ENK-298,ENK0298,,Enkomi,35.158,33.891,Tomb 7,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,,,,,,,,,,705,[?],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,ENK-299,ENK0299,,Enkomi,35.158,33.891,Surface,,,,Pottery,Black Slip,,,,,,,,,,,Y,Direct transcription,733,s,52100,140100,160,3.27,771,11190,14700,719,21,2.48,0.878,469.0,3.048,16.98,3570,0.298,15.4,24.76,18.82,47800,32.7,2.001,2.5,0.455,1.0,417.9,4.57,154.0,42.0,0.633,2.6,88.0,,,,,,,,,,,,,,,,,,
516,ENK-300,ENK0300,,Enkomi,35.158,33.891,Clay from bricks from Enkomi excavations,,,,Clay,,,,,Brick,,,,,,,Y,Direct transcription,733,T,58700,125900,189,3.46,1003,12490,14700,606,7.6,1.53,0.883,275.0,2.976,15.22,3390,0.311,13.0,25.35,19.75,47600,30.0,1.957,2.4,0.441,0.9,423.9,4.3,143.0,49.0,0.575,2.01,101.0,,,,,,,,,,,,,,,,,,
517,ENK-301,ENK0301,,Enkomi,35.158,33.891,Clay from bricks from Enkomi excavations,,,,Clay,,,,,Brick,,,,,,,Y,Direct transcription,733,u,74600,30400,133,4.69,830,7010,28000,421,16,1.61,1.3,599.0,4.949,27.11,4560,0.384,29.7,26.6,22.37,58100,53.2,2.717,2.8,0.877,0.9,497.3,7.78,166.0,79.0,0.936,4.12,116.0,,,,,,,,,,,,,,,,,,
518,ENK-302,ENK0302,,Enkomi,35.158,33.891,Clay from bricks from Enkomi excavations,,,,Clay,,,,,Brick,,,,,,,Y,Direct transcription,733,v,12800,307400,30,2.08,541,4270,2300,457,14.7,0.52,0.552,133.0,1.763,9.08,400,0.145,6.8,5.52,4.35,9800,19.2,1.032,0.4,0.098,0.3,549.2,1.4,32.0,19.0,0.404,1.14,16.0,,,,,,,,,,,,,,,,,,
519,ENK-303,ENK0303,,Enkomi,35.158,33.891,Tomb 7,,,,Pottery,Black Slip,,,,,,,,,,,Y,Direct transcription,733,w,51300,107200,176,3.37,577,12270,18000,450,34.8,3.09,0.94,194.0,3.631,19.02,3610,0.247,20.4,15.77,15.69,39100,38.0,1.898,3.1,0.597,1.8,349.8,6.41,168.0,62.0,0.657,2.88,153.0,,,,,,,,,,,,,,,,,,
520,ENK-304,ENK0304,,Enkomi,35.158,33.891,,,,,Pottery,White Slip I,,,,,,,,,,,Y,Direct transcription,733,x,91700,31000,347,4.01,1327,17020,1700,126,10.5,0.68,0.987,83.0,2.919,10.22,5460,0.39,13.1,37.1,37.72,80500,20.3,2.7,1.1,0.337,0.3,60.1,2.57,30.0,47.0,0.695,2.52,164.0,,,,,,,,,,,,,,,,,,
521,ENK-306,ENK0306,E.3.106,Enkomi,35.158,33.891,,"Åström, P.","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,Myceneaen IIIA2,,,Slip,,,,,,Slip of ENK-304,,Y,"J. Gunneweg (Pers. Comm., 2008)",738,E,69220,75390,,3.89,804,13950,13370,,,8.25,1.008,511.1,3.961,18.675,4160,0.342,18.08,19.384,22.212,49570,44.5,2.192,1.5,0.63,0.72,278.679,6.199,79.881,50.15,0.869,3.236,,,,,,,,,,,,,,,,,,,
522,FAM-1,FAM0001,Famagusta Clay C1,Famagusta,35.116,33.95,Clay pits about 5 miles south of Famagusta,"Schaeffer, C.","Dothan, T.",Hebrew University of Jerusalem,Clay,,"Red, sandy",,,,,,,,Red sandy clay from pits about 5 miles south of Famagusta,,Y,Direct transcription,434,Y,70400,20700,215,4.63,504,14670,14000,413,16.1,0.91,1.208,299.0,3.559,19.79,3960,0.3,16.7,14.56,16.33,40200,32.6,1.92,2.0,0.529,0.6,1433.3,4.53,78.0,57.0,0.552,3.03,57.0,,,,,,,,,,,,,,,,,,
523,FAM-2,FAM0002,Famagusta Clay C2,Famagusta,35.116,33.95,Clay pits about 5 miles south of Famagusta,"Schaeffer, C.","Dothan, T.",Hebrew University of Jerusalem,Clay,,"Red, sandy",,,,,,,,Red sandy clay from pits about 5 miles south of Famagusta,,Y,Direct transcription,434,Z,73000,19500,242,5.15,446,14070,13600,228,16,0.98,1.223,264.0,3.821,20.54,4270,0.291,21.3,12.65,16.33,40700,29.4,2.17,2.7,0.603,4.6,1475.6,4.49,72.0,64.0,0.621,3.43,66.0,,,,,,,,,,,,,,,,,,
524,FAM-3,FAM0003,,Famagusta,35.116,33.95,,"Schaeffer, C.","Dothan, T.",Hebrew University of Jerusalem,Pottery,,,Thick white slip,,,,,Modern,,Modern Famagusta sherd with thick white slip (grey clay) [ENK277-280],,Y,Direct transcription,428,E,69800,103800,163,5.03,978,14630,14800,345,11.7,1.62,1.206,281.0,3.951,19.82,4370,0.399,15.7,28.57,22.0,53300,38.5,2.45,3.4,0.61,1.0,637.8,5.08,206.0,64.0,0.667,2.89,106.0,,,,,,,,,,,,,,,,,,
525,FAM-3A,FAM0003A,,Famagusta,35.116,33.95,,"Schaeffer, C.","Dothan, T.",Hebrew University of Jerusalem,Slip,,,,,,,,Modern,,Sample of slip scraped from FAM-3,,Y,Direct transcription,428,F,69400,96200,169,5.1,951,15880,16200,275,39.4,1.53,1.05,255.0,3.801,20.58,4410,0.378,21.6,28.99,21.47,51800,38.7,2.45,2.2,0.641,1.1,565.5,3.68,206.0,56.0,0.734,2.75,120.0,,,,,,,,,,,,,,,,,,
526,FAM-4,FAM0004,,Famagusta,35.116,33.95,,"Schaeffer, C.","Dothan, T.",Hebrew University of Jerusalem,Pottery,,,,,,,,Modern,,Sherd of grey clay [ENK277-280],,Y,Direct transcription,428,G,69000,103200,151,5.07,963,16090,13500,327,10.2,1.54,1.153,222.0,3.848,19.48,4080,0.36,14.1,27.79,21.46,51900,38.1,2.54,3.3,0.619,0.7,725.0,3.3,196.0,73.0,0.792,2.93,93.0,,,,,,,,,,,,,,,,,,
527,FAM-5,FAM0005,,Famagusta,35.116,33.95,,"Schaeffer, C.","Dothan, T.",Hebrew University of Jerusalem,Pottery,,,,,,,,Modern,,Sherd of grey clay [ENK277-280],,Y,Direct transcription,428,H,66100,111800,103,4.85,1014,15870,9900,244,9.7,1.62,1.087,239.0,3.799,19.49,4360,0.36,19.1,28.72,22.09,52600,38.4,2.47,3.2,0.623,0.7,546.3,4.69,197.0,60.0,0.652,2.88,101.0,,,,,,,,,,,,,,,,,,
528,FAM-6,FAM0006,,Famagusta,35.116,33.95,,"Schaeffer, C.","Dothan, T.",Hebrew University of Jerusalem,Pottery,,,,,,,,Modern,,Sherd of red clay [FAM1-2],,Y,Direct transcription,428,J,67600,97600,149,5.11,1042,14710,14300,700,10.1,1.59,1.172,261.0,3.837,18.22,4550,0.349,14.3,29.21,21.61,52000,37.1,2.38,4.0,0.759,0.8,640.5,4.25,187.0,71.0,0.709,3.17,105.0,,,,,,,,,,,,,,,,,,
529,GHA-1,GHA0001,CS1505,"Galini, Nicosia District",35.136,32.767,"Soloi Area, Aghios Kournoutas, Roman Cemetery, Tomb 5",,"Karageorghis, V.",Department of Antiquities-Nicosia,Pottery,Terra Sigillata,,,,,,,Roman (58 BC - AD 330),,,,,Direct transcription,671,F,61900,113200,123,3.57,678,7390,13800,325,8.1,1.64,1.003,138.0,3.638,19.63,4080,0.303,16.2,29.07,20.76,49700,39.2,1.85,4.2,0.675,0.6,304.6,6.44,311.0,71.0,0.531,2.96,107.0,,,,,,,,,,,,,,,,,,
530,GHA-2,GHA0002,CS1506,"Galini, Nicosia District",35.136,32.767,"Soloi Area, Aghios Kournoutas, Roman Cemetery, Tomb 6",,"Karageorghis, V.",Department of Antiquities-Nicosia,Pottery,Terra Sigillata,,,,,,,Roman (58 BC - AD 330),,,,Y,Direct transcription,671,G,67900,107100,143,3.64,697,7900,16800,310,6.2,1.84,0.99,187.0,3.83,20.42,4110,0.29,18.5,29.68,22.56,54200,39.6,1.98,4.8,0.694,0.5,310.2,6.73,372.0,90.0,0.593,2.65,119.0,,,,,,,,,,,,,,,,,,
531,HSTK-1,HSTK0001,221,Halla Sultan Tekke,34.883,33.6,Tomb 2,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,Red Lustrous,,,Jar,Syrian Spindle Bottle,,,,,,,,Direct transcription,707,M,101000,1300,,5.25,468,3550,19660,,,3.24,1.253,520.2,5.89,38.18,5160,0.444,30.61,22.35,21.19,59100,78.78,3.01,10.5,1.27,1.35,159.0,14.75,91.0,164.0,0.848,5.23,,,,,,,,,,,,,,,,,,,
532,HSTK-2,HSTK0002,225,Halla Sultan Tekke,34.883,33.6,Tomb 2,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,Red Lustrous,,,Jar,Syrian Spindle Bottle,,,,,,,,Direct transcription,707,N,95600,63600,,4.72,681,3270,22580,,,3.57,1.218,375.3,5.565,37.446,5000,0.4,29.98,21.14,19.76,56100,72.29,2.9,9.4,1.227,0.95,137.0,13.88,74.0,162.0,0.758,5.13,,,,,,,,,,,,,,,,,,,
533,HSTK-3,HSTK0003,222,Halla Sultan Tekke,34.883,33.6,Tomb 2,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,Red Lustrous,,,Jar,Syrian Spindle Bottle,,,,,,,Y,Direct transcription,707,O,105400,43100,,4.9,536,2910,18420,,,2.96,1.113,341.1,3.93,24.66,3350,0.314,20.83,16.55,15.72,43200,56.13,2.28,6.7,0.951,1.15,97.0,10.8,76.0,130.0,0.634,3.55,,,,,,,,,,,,,,,,,,,
534,HSTK-4,HSTK0004,225,Halla Sultan Tekke,34.883,33.6,Tomb 2,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,Red Lustrous,,,,,,,,,,,,Direct transcription,707,P,96800,33700,,4.99,482,2470,25460,,,5.1,1.167,637.3,7.364,47.959,8080,0.59,41.0,30.41,27.73,80600,102.42,4.09,13.6,1.797,1.58,181.0,21.09,117.0,234.0,1.09,6.95,,,,,,,,,,,,,,,,,,,
535,HSTK-5,HSTK0005,225,Halla Sultan Tekke,34.883,33.6,Tomb 2,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,Red Lustrous,,,,,,,,,,,Y,Direct transcription,707,Q,84500,80700,,4.59,930,6620,20610,,,2.39,1.038,333.1,4.791,28.511,4370,0.381,23.92,28.75,21.48,51300,59.34,2.46,8.5,0.787,0.56,225.0,10.19,186.056,187.96,0.726,3.8,,,,,,,,,,,,,,,,,,,
536,HSTK-6,HSTK0006,220,Halla Sultan Tekke,34.883,33.6,Tomb 2,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,White Painted (Wheel Made),,,,Krater,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",707,R,67890,80310,,3.84,1003,16700,13100,,,1.57,0.893,427.1,2.976,12.223,4590,0.324,14.2,30.359,28.972,58590,25.73,2.123,2.5,0.494,0.42,244.77,3.882,130.179,72.7,0.552,2.171,,,,,,,,,,,,,,,,,,,
537,HSTK-7,HSTK0007,220,Halla Sultan Tekke,34.883,33.6,Tomb 2,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,White Painted (Wheel Made),,,,Krater,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",707,S,70870,90440,,3.75,956,16750,12300,,,1.48,0.928,348.6,2.879,12.983,4350,0.319,12.22,29.272,28.932,57750,24.39,1.926,2.5,0.482,0.55,249.601,3.438,139.841,59.21,0.577,2.03,,,,,,,,,,,,,,,,,,,
538,HSTK-8,HSTK0008,220,Halla Sultan Tekke,34.883,33.6,Tomb 2,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,Krater,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",707,T,69040,101040,,4.22,1026,13720,14960,,,2.83,1.106,498.9,4.064,19.175,4370,0.372,17.26,24.642,24.779,53400,42.74,2.367,2.0,0.714,0.96,330.833,6.357,169.821,64.55,0.695,3.119,,,,,,,,,,,,,,,,,,,
539,HSTK-9,HSTK0009,164,Halla Sultan Tekke,34.883,33.6,Tomb 2,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,,,,,Krater,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",707,U,64990,87390,,3.49,946,16050,15540,,,2.48,0.822,958.0,2.814,12.598,4090,0.353,13.84,25.169,31.445,57930,22.72,1.993,0.9,0.335,0.58,262.207,3.09,78.088,9.98,0.63,1.963,,,,,,,,,,,,,,,,,,,
540,HSTK-10,HSTK0010,,Halla Sultan Tekke,34.883,33.6,,"Cyprus Museum, Nicosia","Artzy, M.",Lawrence Berkeley National Laboratory,Pottery,Black Slip,,,,,,,,,,,Y,"J. Gunneweg (Pers. Comm., 2008)",707,V,65830,65130,,3.58,748,14240,23940,,,2.55,0.935,561.1,3.205,15.112,4320,0.273,17.77,21.735,19.402,42930,38.02,1.914,3.7,0.602,0.7,324.415,6.719,200.398,73.33,0.645,3.626,,,,,,,,,,,,,,,,,,,
